path	head	branch	detached	locked	prunable	exists	nested_under	nested_children	nested_layout	owner	processes	sessions	active_refs	dirty_state	dirty_count	merged	remote_reachable	commit_age_days	path_age_days	size_mib	size_state	janitor_candidate	stale_candidate	category
/home/ds/gascity-worktrees/control-dispatcher-namespace-fix	804feb38f7ea49d8652ac6e20bc218bc59ad713c	fix/control-dispatcher-namespace	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	no	23.97	23.98	286.0	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/doctor-dolt-test-lifecycle	0aafee689e2986b7b21f2573a4e0310d92d99fe4	fix/doctor-dolt-test-lifecycle	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	yes	1.38	1.41	317.6	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/dr-7smz8-maintenance-projection	efc27b581ca8f63632739387a5fbd65a89fb4803	fix/dr-7smz8-maintenance-projection-v2	False	False	False	True		0	false	manual-or-specialized-workflow	248389:dolt:fd;3798081:tmux:cwd;416345:tmux:cwd			clean	0	no	no	2.87	2.88	70.6	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/extmsg-3735	6a32b3fdad81d91655c301715913e60d70072cb2	perf-extmsg-bind-coalesce-3735	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	yes	24.9	24.9	53.0	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/fix-1689-pack-switch-dispatcher-prime	a2228777bae76c9af7f0ee2eb043de2d952f4273	fix/1689-pack-switch-dispatcher-prime	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	no	14.99	15.0	58.8	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/fix-3467-lint	48d37ba0c2a26db284ad090017b8219d38b54454		True	False	False	True		0	false	manual-or-specialized-workflow				dirty	2	no	yes	37.35	37.33	280.2	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/fix-3554-pool-continuation	48f5838cc85ebb1884157f8609cb4ea85b85634a	fix/pool-session-continuation-3554	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	no	22.05	22.06	519.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/fix-dispatcher-port0-serve	47eea1941dd019bc18be9f50623aa58b6ce2278b	fix/dispatcher-port0-serve-path	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	no	12.09	12.09	297.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/fix-reconciler-429-jittered-respawn-3279	e45246d043b3d217f518ee94392c3d83d3245568	fix/reconciler-429-jittered-respawn-3279	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	yes	23.19	23.19	519.0	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/fix-status-health-listtail	9fdf5bc97f26517338915d84226f29f7da3896cb	fix/status-health-listtail	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	no	6.28	6.32	64.8	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/fix-status-maintenance-projection	1ae33d06fbe35abc9b7b4c2af6ccbc51952e694d	fix/status-maintenance-projection	False	False	False	True		0	false	manual-or-specialized-workflow	4134227:dolt:fd			clean	0	no	no	3.64	3.64	70.2	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/gc-30a5	92119a561f34f5a60d5cea71c6d9997cd33415ea	fix/session-key-resume-hardening-30a5	False	False	False	True		0	false	gc-sling/per-bead			rig:gascity:gc-30a5:blocked	dirty	9	no	no	0.82	0.13	74.0	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/gc-guen-shipgate-28jm	b051f37cabb0e7e27ba83f4357966c8b41414635		True	False	False	True		0	false	ship-workflow	2444930:node:cwd;2444958:node:cwd;2444972:codex:cwd;2445656:codebase-memory-mcp:cwd;2448432:codex-code-mode-host:cwd			clean	0	no	no	1.08	1.09	317.7	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/gc-uwqi-shipgate-u6an	c5a170baa18066c00376e9f1dd484d98ecc3d6cd		True	False	False	True		0	false	ship-workflow	2699869:dolt:fd			clean	0	no	no	1.14	1.14	317.8	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/issue-1980	c1ca12beb72a6494b2e9ff47cf226a8be5f0c742	fix/dolt-start-lifecycle-lock-2130-v4	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	no	14.38	14.39	295.4	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/issue-2894	4a0d4bd8fe6e7a2b3bdbe7a825738e83363ca3dd	fix/rig-scan-exclude-maintenance-dirs-2894	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	no	19.44	19.44	57.9	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/iterate-pr-3958	db0f9797aab5b76f01ee73ce86c2cfec2ddd9b31	bd-gc-tc1in-slice2	False	False	False	True		0	false	manual-or-specialized-workflow				clean	0	no	yes	14.49	9.37	58.5	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/mayor-ship-gc-too7n	14bbbdba8892f752430fec76923ba684a523c373		True	False	False	True		0	false	ship-workflow				clean	0	no	yes	10.86	10.86	299.8	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/mem-cvn3-worktree-pin	baa79732e778226a964e336dea7c254fa9f75e45	fix/mem-cvn3-worktree-pin	False	False	False	True		0	false	manual-or-specialized-workflow				dirty	2	yes	yes	29.16	29.1	51.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-1	6046f7b7191394b41a9305c797d6e1aa119d126d	fix/nudge-sweep-queued-expiry-4299	False	False	False	True		2	false	gc-framework-pool-slot	1472261:dolt:fd;3147481:sh:cwd;3147489:claude:cwd	gc-526207:active:polecat-gc-526207	rig:gascity:gc-lbj1:blocked;rig:gascity:gc-y51u:blocked	dirty	11	no	no	0.11	0.12	1254.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-1-5box	5bd459e21e0b318a0f972074957ac4ab89d9623b	bd-gc-5box-3898-beads-health-guard	False	False	False	True		0	false	gc-sling/legacy-per-bead	2014318:dolt:fd;3140333:tmux:cwd			clean	0	no	no	3.02	3.01	312.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-1-83zt	e3ce4b7afe86d4531ed56528a0a6c9513dd59ace		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	3.4	2.88	70.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-1-effn	e3ce4b7afe86d4531ed56528a0a6c9513dd59ace		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	3.4	3.04	70.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-1-ii0h	e3ce4b7afe86d4531ed56528a0a6c9513dd59ace		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	3.4	2.88	70.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-1-iv7t	813921786618ba5cb234739c7506bc72d8b8333d	work/gc-iv7t	False	False	False	True		0	false	gc-sling/legacy-per-bead	1979841:dolt:fd			dirty	1	no	no	2.86	3.37	70.4	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-1-q5mp	78128ec184148cbb02709db76e63dfc48de378ad		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	3.49	3.46	70.1	measured	True	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-1-qxem	59ab03229dcbb50f0db698992c32fdcda3c64181		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	1.84	1.83	71.4	measured	False	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-1-r71n	ebfe5d9942d344477c87a81f86ae10a681a6b0f9	bd-gc-r71n	False	False	False	True		0	false	gc-sling/legacy-per-bead	1046919:node:cwd;1047023:esbuild:cwd;3812890:node:cwd;3813113:esbuild:cwd			clean	0	no	no	2.23	2.27	300.7	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-1-rmnq	78128ec184148cbb02709db76e63dfc48de378ad		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	3.49	3.46	70.1	measured	True	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-1/worktrees/gc-5cgt	e192a2465769bc0e103773abcadc3e9d5cee2efd	work/gc-5cgt	False	False	False	True	/home/ds/gascity-worktrees/polecat-1	0	true	mol-focus-review/workspace-setup			rig:gascity:gc-lbj1:blocked;rig:gascity:gc-y51u:blocked	clean	0	no	no	0.18	0.23	318.0	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-1/worktrees/gc-c5zd7	9d5c4b145773d811a232bc5e62ec871dbe2b564e	work/gc-c5zd7	False	False	False	True	/home/ds/gascity-worktrees/polecat-1	0	true	mol-focus-review/workspace-setup				dirty	1	no	no	8.97	9.05	300.0	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2	101516c7af93d3d5e2ba23385af7db241330e20b	fix/dispatcher-prime-guard-1689	False	False	False	True		5	false	gc-framework-pool-slot	1284112:tmux:cwd;151883:sh:cwd;151896:claude:cwd;1526606:tmux:cwd;1890030:dolt:fd;1904259:tmux:cwd;2056346:tmux:cwd;2113232:tmux:cwd;3600380:tmux:cwd;3939484:dolt:fd;4057495:tmux:cwd;962402:dolt:fd	gc-525797:active:polecat-gc-525797	rig:gascity:gc-v50:blocked	dirty	12	no	no	1.26	0.93	1234.2	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-045t3	88be26e273ece9654281de88401684e030975c7a		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	yes	33.08	33.06	49.6	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-113z	813921786618ba5cb234739c7506bc72d8b8333d		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	2.86	2.54	70.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-2h7b.1	156b9dd3bd722744b7e1408676eddc4abbc4b6f0	work/gc-2h7b.1	False	False	False	True		0	false	gc-sling/legacy-per-bead			rig:gascity:gc-2h7b.1:open;rig:gascity:gc-ma53:blocked	dirty	1	no	no	1.05	1.05	317.8	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-2nkx	9dfe1434ca51c2ba30159c8e68c95459c9d96c0e		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	3.6	3.54	70.1	measured	True	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-2-7zhu	9dfe1434ca51c2ba30159c8e68c95459c9d96c0e		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	3.6	3.54	70.1	measured	True	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-2-8b5n	813921786618ba5cb234739c7506bc72d8b8333d	work/gc-8b5n	False	False	False	True		0	false	gc-sling/legacy-per-bead			rig:gascity:gc-8b5n:blocked	clean	0	no	no	2.86	2.31	70.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-aosc	e3ce4b7afe86d4531ed56528a0a6c9513dd59ace		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	3.4	2.96	70.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-aui4	4016ce368de08822479e97f1bff88740664137ec	fix-3976-supervisor-env-regen	False	False	False	True		0	false	gc-sling/legacy-per-bead	2506420:dolt:fd;2644692:tmux:cwd;4109077:tmux:cwd			clean	0	no	no	1.9	1.9	313.5	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-fqft	c2156faa9534ecd9a6cd1f917067a80bdeb36e7e	pr-4395-review	False	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	yes	3.06	2.97	70.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-gbvc	d93c38dd1674d634c168c0577259cf0515762afc	pr-4416-review	False	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	1.48	1.46	317.5	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-h0gf	813921786618ba5cb234739c7506bc72d8b8333d		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	2.86	2.54	70.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-spcj	e3ce4b7afe86d4531ed56528a0a6c9513dd59ace		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	3.4	2.96	70.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2-viep	92119a561f34f5a60d5cea71c6d9997cd33415ea		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	0.82	0.46	74.0	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2/worktrees/gc-d8qtj	0f72e739aa194ad7031a8e628dfd0a903a42382d	work/gc-d8qtj	False	False	False	True	/home/ds/gascity-worktrees/polecat-2	0	true	mol-focus-review/workspace-setup				dirty	2	yes	yes	6.76	6.75	64.5	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2/worktrees/gc-ewk4	e3ce4b7afe86d4531ed56528a0a6c9513dd59ace	work/gc-ewk4	False	False	False	True	/home/ds/gascity-worktrees/polecat-2	0	true	mol-focus-review/workspace-setup	1526606:tmux:cwd;3939484:dolt:fd			dirty	1	no	no	3.4	3.53	71.5	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2/worktrees/gc-nuhl	a936714027adc08cba3106cb12d7ecb19e5a20ae	work/gc-nuhl	False	False	False	True	/home/ds/gascity-worktrees/polecat-2	0	true	mol-focus-review/workspace-setup				dirty	1	no	no	3.44	3.55	70.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2/worktrees/gc-xoobb	3c8404a18fcaaa08df1dd1e266e85ed78ca6ec2b		True	False	False	True	/home/ds/gascity-worktrees/polecat-2	0	true	mol-focus-review/workspace-setup				dirty	1	yes	yes	11.2	11.16	60.4	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-2/worktrees/gc-zf4	b1ff29b624b10f0ad1e647cf6ade4a925494dfed	work/gc-zf4	False	False	False	True	/home/ds/gascity-worktrees/polecat-2	0	true	mol-focus-review/workspace-setup	1284112:tmux:cwd;2056346:tmux:cwd;2113232:tmux:cwd;3600380:tmux:cwd;4057495:tmux:cwd;962402:dolt:cwd		rig:gascity:gc-v50:blocked	clean	0	no	no	3.75	4.05	312.2	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3	c6c6ffb96c0e82190d3b85d20539ecc7c10789a8	bd-gc-3862-hook-projection	False	False	False	True		4	false	gc-framework-pool-slot	1273295:dolt:fd;2383632:tmux:cwd;702996:sh:cwd;703004:claude:cwd	gc-525873:active:polecat-gc-525873	rig:gascity:gc-0pgw:open;rig:gascity:gc-376i:blocked;rig:gascity:gc-89e:blocked;rig:gascity:gc-axp4:open;rig:gascity:gc-g1nv:blocked	dirty	12	no	no	0.25	0.25	1641.6	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-47a1	813921786618ba5cb234739c7506bc72d8b8333d		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	2.86	2.13	70.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-4vkf	a6a957efb6ba2b634d22d09de86fb930ed046c66	bd-gc-4vkf-4373-named-trigger-clear	False	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	1.16	1.17	73.7	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-62cv	813921786618ba5cb234739c7506bc72d8b8333d		True	False	False	True		0	false	gc-sling/legacy-per-bead				dirty	1	no	no	2.86	2.68	70.4	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-c6lz	ab8bb6a081b4a621b00351bfd3d4eb40eb3a5c5d		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	1.08	1.04	73.7	measured	False	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-3-cg89	1167e5f76168069d723f477a932b3720377a016f	recovery/gc-u6an-current-cg89	False	False	False	True		0	false	gc-sling/legacy-per-bead	3544711:dolt:fd			clean	0	no	no	0.99	1.02	317.8	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-cq2t	7ddf11bba52e48249418ded9cd3edd6c7083a785		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	1.74	1.71	71.4	measured	False	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-3-ddih	e3ce4b7afe86d4531ed56528a0a6c9513dd59ace		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	3.4	3.21	70.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-hslj	813921786618ba5cb234739c7506bc72d8b8333d		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	2.86	2.71	70.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-ivqs	c9830ad0103697c2583989a77d8642123d77b99e	bd-gc-bau6	False	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	2.72	2.73	312.7	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-m92p	04c20cb1990786957c340be1ffe7d4c76713f107		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	1.55	1.46	73.6	measured	False	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-3-nae6	4169ba4a21131c0c19784c21dd6b0629d473a121		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	1.39	1.26	73.6	measured	False	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-3-pf9d	04c20cb1990786957c340be1ffe7d4c76713f107		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	1.55	1.49	73.6	measured	False	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-3-plc4	7ddf11bba52e48249418ded9cd3edd6c7083a785		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	1.74	1.71	71.4	measured	False	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-3-rbtp	e69a3c6064158c845af56b5f89dc13a3b7a7f5eb		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	1.9	1.45	71.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-t25y	ab8bb6a081b4a621b00351bfd3d4eb40eb3a5c5d		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	1.08	1.04	73.7	measured	False	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-3-u6an	de1236a7374d8d6a4e6dc46a2926ccbbf9e0bb8e	work/gc-u6an	False	False	False	True		0	false	gc-sling/legacy-per-bead	1256266:tmux:cwd;2572979:tmux:cwd;2839331:tmux:cwd;3339979:dolt:fd;3999798:tmux:cwd		rig:gascity:gc-y10l:open	dirty	1	no	no	2.98	3.12	312.4	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3-vzr0	e4c550f0b46962983b1c62d104efa0bbdd4d0dd3		True	False	False	True		0	false	gc-sling/legacy-per-bead				dirty	2	no	no	1.42	1.15	71.5	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3/worktrees/gc-0ks0k	1d8ab51858c8cedeec4bdb601ea7a9a27c0d1aca	work/gc-0ks0k	False	False	False	True	/home/ds/gascity-worktrees/polecat-3	0	true	mol-focus-review/workspace-setup				clean	0	no	no	6.74	6.76	64.5	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3/worktrees/gc-89e	f4d535a07e964ef9c6623ce16a48ea857e09dc37	work/gc-89e	False	False	False	True	/home/ds/gascity-worktrees/polecat-3	0	true	mol-focus-review/workspace-setup			rig:gascity:gc-89e:blocked	dirty	1	no	no	3.86	4.05	70.2	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3/worktrees/gc-r9fx	92119a561f34f5a60d5cea71c6d9997cd33415ea	work/gc-r9fx	False	False	False	True	/home/ds/gascity-worktrees/polecat-3	0	true	mol-focus-review/workspace-setup				dirty	1	no	no	0.82	0.82	318.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-3/worktrees/gc-w3q	f2e99763bdd3aa0f492f9b07465f943289e1d4b9	work/gc-w3q	False	False	False	True	/home/ds/gascity-worktrees/polecat-3	0	true	mol-focus-review/workspace-setup				dirty	1	no	no	4.07	4.07	312.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-4	fcd5a2a6458f9734208fd047cecafc1dc5058219	bd-gc-qxem	False	False	False	True		1	false	gc-framework-pool-slot	1124614:tmux:cwd;1639840:sh:cwd;1639846:claude:cwd;2759782:tmux:cwd;2815619:tmux:cwd;3846879:tmux:cwd;3883791:dolt:fd;3955447:tmux:cwd;3966424:dolt:fd;764115:tmux:cwd	gc-526007:active:polecat-gc-526007		dirty	14	no	no	1.76	1.09	742.1	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-4-5urel	57e59bb6a9835d956e20247d1fc715b039971589	feat/contributing-surface	False	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	no	no	31.22	31.27	50.6	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-4-5vd2	9a99e0ec1a6091b93faee1f94017037a568776b2		True	False	False	True		0	false	gc-sling/legacy-per-bead				clean	0	yes	yes	1.69	1.63	71.5	measured	False	False	safe-cleanup-candidate
/home/ds/gascity-worktrees/polecat-4-6mdz	55ed45976f94fae939a0ef19a14f4e2e00c2592b	bd-gc-6mdz	False	False	False	True		0	false	gc-sling/legacy-per-bead	1368962:tmux:cwd;3944803:dolt:fd			dirty	1	no	no	3.62	3.64	70.3	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-4-7wnu	1b2c53acd4b216a833c740ef1b3ac616c3d77540	bd-gc-7wnu	False	False	False	True		0	false	gc-sling/legacy-per-bead	1740790:dolt:fd			clean	0	no	no	1.0	1.03	317.7	measured	False	False	preservation-required-wip
/home/ds/gascity-worktrees/polecat-4-bcd8	79057fe29ee8dcc950055966ba57dffb54d61429	bcd8-integration-dr3sz	False	False	False	True		0	false	gc-sling/legacy-per-bead				dirty	1	no	no	2.89	2.88	312.8	measured	False	False	preservation-required-wip
